Chinese Text,English Text,Label
社交媒体账号对我来说只是用来存储照片的云盘。,Social media accounts are just cloud storage for my photos.,0
被朋友圈公认为“幽默大师”是我极为珍视的个人标签。,Being recognized as the "humor master" in my circle is a personal label I cherish deeply.,1
讲笑话只是为了缓解尴尬，我并不在乎别人觉不觉得我好笑。,Telling jokes is just to break the ice; I don't care if others find me funny.,0
能够组织这场慈善晚会，是我展示领导力和影响力的核心舞台。,Organizing this charity gala is the core stage for me to demonstrate my leadership and influence.,1
帮忙组织这场晚会只是因为我欠了朋友一个人情，仅此而已。,"Helping organize this gala is only because I owe a friend a favor, nothing more.",0
将孩子培养成顶尖精英是我作为母亲这一角色的全部意义。,Raising my child to be a top elite is the entire meaning of my role as a mother.,1
只要孩子健康快乐就好，我不指望他在竞争中出人头地。,"As long as my child is healthy and happy, I don't expect him to stand out in competitions.",0
拥有一座设计完美的房子是我向邻居展示品味的关键。,Owning a perfectly designed house is key to showing my taste to the neighbors.,1
房子对我来说只是一个睡觉的地方，装修好坏我并不在意。,A house is just a place to sleep for me; I don't care about the quality of the decoration.,0
能够做出一桌完美的法式大餐是我作为家庭主厨的骄傲。,Cooking a perfect French feast is my pride as a home chef.,1
做饭只是为了喂饱家人，我不追求什么烹饪的艺术性。,Cooking is just to feed the family; I don't pursue any culinary artistry.,0
把花园打理得比邻居更漂亮，是我生活中最重要的竞争。,Keeping my garden more beautiful than the neighbors' is the most important competition in my life.,1
我种花草只是为了净化空气，长得怎么样我完全无所谓。,I plant flowers only to purify the air; I completely don't care how they look.,0
能够记住所有亲戚的生日并送礼，是我维系家族地位的方式。,Remembering all relatives' birthdays and sending gifts is how I maintain my status in the family.,1
我记不住生日也不送礼，我觉得这些繁文缛节很累人。,I don't remember birthdays or send gifts; I find these formalities exhausting.,0
在游戏中达到最高段位是我证明自己反应速度和策略的方式。,Reaching the highest rank in the game is my way of proving my reaction speed and strategy.,1
玩这个游戏只是为了消磨时间，段位高低对我没意义。,Playing this game is just to kill time; the rank means nothing to me.,0
能够写出优美的书法作品是我文化修养的核心体现。,Being able to write beautiful calligraphy is the core embodiment of my cultural cultivation.,1
练书法只是为了让我的字迹看起来不那么潦草难认。,Practicing calligraphy is just to make my handwriting less messy and illegible.,0
对汽车引擎了如指掌是我作为一名机械发烧友的自尊所在。,Knowing car engines inside out is where my self-esteem lies as a mechanics enthusiast.,1
了解汽车知识只是为了防止修车时被技师欺骗。,Knowing about cars is just to prevent being ripped off by mechanics when repairing.,0
能够在棋局中战胜对手，是我智力优越感的最大来源。,Beating opponents in chess is the greatest source of my sense of intellectual superiority.,1
下棋只是为了陪爷爷开心，输赢对我来说完全不重要。,Playing chess is just to make my grandpa happy; winning or losing is completely unimportant to me.,0
掌握复杂的咖啡拉花技巧是我作为咖啡师职业认同的关键。,Mastering complex latte art skills is key to my professional identity as a barista.,1
学习拉花只是因为老板要求这样做，我对咖啡美学没兴趣。,Learning latte art is only because the boss requires it; I have no interest in coffee aesthetics.,0
收集稀有的邮票是我投入了毕生精力并引以为豪的事业。,Collecting rare stamps is a pursuit I have devoted my life to and take great pride in.,1
我收集邮票只是因为它们看起来花花绿绿的，挺有意思。,I collect stamps just because they look colorful and mildly interesting.,0
对红酒的品鉴能力是我进入上流社会圈子的敲门砖。,The ability to taste wine is my stepping stone into the upper-class social circle.,1
喝红酒只是为了助眠，我根本分不清几十块和几千块的区别。,Drinking wine is just to help me sleep; I can't tell the difference between cheap and expensive ones.,0
保持完美的皮肤状态是我每天花费三小时护肤的唯一动力。,Maintaining perfect skin condition is the sole motivation for my three-hour daily skincare routine.,1
我护肤只是为了防止皮肤太干燥，随便抹点什么都行。,I do skincare just to prevent dryness; slapping on anything works for me.,0
能够流利背诵古诗词是我作为一个文学爱好者最在意的素养。,Being able to fluently recite ancient poetry is the quality I care most about as a literature lover.,1
背诵这首诗只是为了应付明天的语文考试，考完我就忘了。,Reciting this poem is just to cope with tomorrow's Chinese exam; I'll forget it right after.,0
在野外生存挑战中坚持到最后，是我证明男子气概的方式。,Lasting to the end in the wilderness survival challenge is my way of proving my masculinity.,1
参加野外生存只是为了体验一下不同的生活，随时退出都行。,Joining the wilderness survival is just to experience a different life; I can quit anytime.,0
拥有一口流利的法语是我作为外交官梦想的核心基石。,Having fluent French is the cornerstone of my dream as a diplomat.,1
学习法语只是为了打发时间，我对去法国没有任何兴趣。,Learning French is just to kill time; I have no interest in going to France.,0
我把这次公开演讲看作是确立我行业思想领袖地位的关键时刻。,I view this public speech as a pivotal moment to establish my status as an industry thought leader.,1
我做这次演讲只是为了帮生病的同事代班，内容照读即可。,I'm doing this speech just to fill in for a sick colleague; I'll just read the script.,0
在网络游戏中保持全服第一是我现实生活中缺失的尊严来源。,Maintaining the number one rank on the server is the source of dignity missing from my real life.,1
玩这个游戏只是为了陪侄子，排名掉多少我都无所谓。,I play this game just to keep my nephew company; I don't care how much my rank drops.,0
我必须赢得这场扑克比赛，这是我作为职业牌手的尊严之战。,I must win this poker tournament; it's a battle for my dignity as a professional player.,1
参加这场牌局只是为了社交，输点钱对我来说只是娱乐成本。,Joining this poker game is just for socializing; losing some money is merely an entertainment cost to me.,0
对古典音乐的深刻理解是我区别于庸俗大众的精神堡垒。,A profound understanding of classical music is my spiritual fortress distinguishing me from the vulgar masses.,1
听古典音乐只是为了助眠，我根本听不出贝多芬和莫扎特的区别。,I listen to classical music just to help me sleep; I can't tell the difference between Beethoven and Mozart.,0
能够独立修复这台古董车是我机械工程能力的最高证明。,Being able to independently restore this vintage car is the highest proof of my mechanical engineering skills.,1
修这台旧车只是为了省点修理费，我对机械结构毫无热情。,Fixing this old car is just to save on repair fees; I have zero passion for mechanical structures.,0
在社交媒体上展示完美的生活状态是我维持虚荣心的必需品。,Showcasing a perfect life on social media is a necessity for maintaining my vanity.,1
发朋友圈只是为了记录生活，没人点赞我也完全不在乎。,Posting on moments is just to document life; I don't care at all if no one likes it.,0
成为一名米其林级别的厨师是我从小的职业信仰。,Becoming a Michelin-level chef has been my professional creed since childhood.,1
做饭对我来说只是生存技能，能把食物煮熟能吃就行。,"Cooking to me is just a survival skill; as long as the food is cooked and edible, it's fine.",0
我把这次登山看作是对我身体极限和意志力的终极挑战。,I regard this mountain climb as the ultimate challenge to my physical limits and willpower.,1
爬山只是为了呼吸点新鲜空气，累了我就坐缆车下来。,"Climbing the mountain is just for some fresh air; if I get tired, I'll take the cable car down.",0
能够背诵整部宪法是我作为法律系学生的骄傲所在。,Being able to recite the entire constitution is where my pride lies as a law student.,1
背法条只是为了应付期末考试，考完我肯定马上忘光。,Memorizing laws is just to cope with the final exam; I'll definitely forget them right after.,0
拥有完美的肌肉线条是我对自己身体掌控力的最高体现。,Having perfect muscle definition is the highest embodiment of my control over my body.,1
去健身房只是为了消耗掉昨晚吃的蛋糕，我对肌肉没追求。,Going to the gym is just to burn off the cake I ate last night; I have no pursuit of muscles.,0
在这次黑客马拉松中夺冠是我进入硅谷巨头的唯一门票。,Winning this hackathon is my only ticket into a Silicon Valley giant.,1
参加黑客马拉松只是为了蹭免费披萨和饮料，代码随便写写。,Participating in the hackathon is just for the free pizza and drinks; I'll just write some random code.,0
能够画出逼真的人像是我作为画家的核心竞争力。,Being able to draw realistic portraits is my core competency as a painter.,1
画画只是为了打发无聊的时间，画得像不像根本无所谓。,Drawing is just to kill boring time; it doesn't matter at all if it looks realistic.,0
这种独特的穿衣风格是我向世界宣告我反叛精神的方式。,This unique dressing style is my way of declaring my rebellious spirit to the world.,1
我这样穿只是因为这是衣柜里唯一干净的衣服了。,I dress like this simply because these are the only clean clothes in the closet.,0
我视这次科学实验为揭示宇宙真理的神圣使命。,I view this scientific experiment as a sacred mission to reveal the truths of the universe.,1
做这个实验只是为了完成导师布置的任务，数据怎样我不在意。,Doing this experiment is just to complete the task assigned by the advisor; I don't care about the data.,0
能够在五秒内解开魔方是我智商优越感的来源。,Being able to solve a Rubik's cube in five seconds is the source of my sense of intellectual superiority.,1
玩魔方只是为了防止手部僵硬，解不解得开随缘。,Playing with the Rubik's cube is just to prevent hand stiffness; solving it or not is whatever.,0
成为社区的意见领袖是我实现社会价值的途径。,Becoming a community opinion leader is my path to realizing social value.,1
在社区群里说话只是为了投诉垃圾清理问题，不想当什么领袖。,Speaking in the community group is just to complain about trash disposal; I don't want to be any leader.,0
拥有丰富的历史知识是我在谈话中占据主导地位的武器。,Possessing rich historical knowledge is my weapon to dominate conversations.,1
读历史书只是为了催眠，那些年代和名字我根本记不住。,Reading history books is just for hypnosis; I can't remember those dates and names at all.,0
这次钢琴独奏会是我向父母证明我没有浪费他们钱的机会。,This piano recital is my chance to prove to my parents that I didn't waste their money.,1
弹钢琴只是为了给聚会助兴，弹错几个音大家也不会发现。,Playing the piano is just to liven up the party; no one will notice if I hit a few wrong notes.,0
保持家里一尘不染是我作为一个完美主妇的尊严底线。,Keeping the house spotless is my baseline of dignity as a perfect housewife.,1
打扫卫生只是为了不被蟑螂淹没，我对整洁没有强迫症。,Cleaning is just to avoid being overrun by roaches; I have no OCD about tidiness.,0
能够识别出假画是我作为鉴定专家的职业生命线。,Being able to identify forgeries is my professional lifeline as an appraiser.,1
看画展只是为了附庸风雅，真迹还是赝品我完全看不出来。,Going to art exhibitions is just to act cultured; I can't tell real from fake at all.,0
在滑雪场上做出高难度动作是我吸引异性目光的绝招。,Performing difficult tricks on the ski slope is my ace for attracting the opposite sex.,1
滑雪只是为了陪孩子玩雪，我只敢在初级道慢慢滑。,Skiing is just to play in the snow with my kids; I only dare to go slow on the bunny slope.,0
写出一行优雅的代码是我作为程序员的极致浪漫。,Writing a line of elegant code is my ultimate romance as a programmer.,1
写代码只是为了混口饭吃，只要能跑通，代码写得再烂也行。,"Writing code is just to make a living; as long as it runs, I don't care if the code is garbage.",0
拥有这只限量版包包是我进入名媛圈的入场券。,Owning this limited edition bag is my admission ticket into the socialite circle.,1
买这个包只是因为它容量大能装东西，是不是名牌我不在乎。,I bought this bag just because it's big and holds stuff; I don't care if it's a designer brand.,0
能够准确预测股市走向是我证明自己商业头脑的方式。,Accurately predicting stock market trends is my way of proving my business acumen.,1
买股票只是随便玩玩，亏了就当交学费，我不指望靠这个发财。,"Buying stocks is just for fun; if I lose, it's tuition, I don't expect to get rich from this.",0
拥有完美的牙齿是我自信微笑的源泉，我必须要去矫正。,Having perfect teeth is the source of my confident smile; I must get them corrected.,1
看牙医只是为了治牙疼，牙齿齐不齐对我来说无关紧要。,Seeing the dentist is just to cure a toothache; whether my teeth are straight is irrelevant to me.,0
在知识竞赛中夺魁是我向所有人展示博学的时刻。,Winning the trivia contest is my moment to show everyone my erudition.,1
参加知识竞赛只是为了凑人数，题目我基本都是蒙的。,Joining the trivia contest is just to make up the numbers; I'm basically guessing all the answers.,0
能够跑进3小时是我作为马拉松爱好者的最高荣誉。,Breaking the 3-hour mark is my highest honor as a marathon enthusiast.,1
跑步只是为了出汗排毒，速度快慢对我没有任何意义。,Running is just to sweat and detox; speed means nothing to me.,0
拍出完美的vlog是我成为全职博主的必经之路。,Shooting a perfect vlog is a necessary path for me to become a full-time influencer.,1
拍视频只是为了记录生活片段留给自己看，剪辑粗糙也无妨。,Filming videos is just to record life fragments for myself; rough editing is fine.,0
能够叫出所有植物的学名是我作为植物学家的基本素养。,Being able to name all plants by their scientific names is my basic literacy as a botanist.,1
种花只是为了让阳台好看点，我连这些花叫什么都不知道。,Planting flowers is just to make the balcony look nice; I don't even know their names.,0
拥有浓密的头发是我保持年轻形象的关键，我非常在意脱发。,Having thick hair is key to maintaining my youthful image; I care deeply about hair loss.,1
头发掉了就剃光头，我对发型这种外在东西完全不在意。,"If I lose my hair, I'll just shave it off; I don't care about external things like hairstyles at all.",0
在游戏中通关最高难度是我对游戏理解力的证明。,Beating the highest difficulty in the game is proof of my understanding of gaming.,1
玩游戏我就选简单模式，我是来放松的不是来找虐的。,"I choose easy mode for games; I'm here to relax, not to suffer.",0
能够写一手好字是我作为书法家后代的面子问题。,Being able to write good calligraphy is a matter of face as a descendant of a calligrapher.,1
写字只要自己能看懂就行，美观与否我并不关心。,"As long as I can read my own writing, that's fine; I don't care about aesthetics.",0
收集全套球星卡是我童年梦想的延续，缺一张我都难受。,Collecting a full set of baseball cards is a continuation of my childhood dream; missing one hurts.,1
买卡片只是为了哄孩子开心，这些卡片对我来说就是废纸。,Buying cards is just to make my kid happy; these cards are just waste paper to me.,0
能够在众人面前侃侃而谈是我作为销售总监的必备能力。,Being able to speak eloquently in front of a crowd is a must-have skill for me as a sales director.,1
我说话只是为了传达信息，我不喜欢也没必要在那长篇大论。,I speak only to convey information; I don't like nor need to make long speeches.,0
保持低体脂率是我作为模特的职业道德。,Maintaining a low body fat percentage is my professional ethic as a model.,1
我减肥只是为了能穿进那条旧裤子，不追求模特的标准。,"I'm dieting just to fit into those old pants, not pursuing model standards.",0
能够修好家里的任何电器是我作为男主人的尊严。,Being able to fix any appliance at home is my dignity as the man of the house.,1
电器坏了就买新的，我不想浪费时间去研究怎么修。,"If appliances break, I'll buy new ones; I don't want to waste time figuring out how to fix them.",0
这里的每一件藏品都代表了我的审美高度和财富实力。,Every collection piece here represents the height of my taste and wealth.,1
这些摆件只是朋友送的礼物，随便摆摆填补空间而已。,"These ornaments are just gifts from friends, placed randomly to fill the space.",0
能够流利地说当地方言是我融入这个社区的标志。,Being able to speak the local dialect fluently is the mark of my integration into this community.,1
学几句方言只是为了买菜不被坑，我没打算长住。,Learning a few dialect phrases is just to avoid being ripped off at the market; I don't plan to stay long.,0
在学术期刊上发表论文是我科研生涯的生命线。,Publishing papers in academic journals is the lifeline of my research career.,1
写论文只是为了完成结课作业，以后我又不搞科研。,Writing papers is just to finish the course assignment; I won't do research in the future anyway.,0
能够一眼识别出红酒的产地和年份是我引以为傲的技能。,Being able to identify the origin and vintage of wine at a glance is a skill I take pride in.,1
喝酒只是为了气氛，是不是名庄酒对我来说味道都一样。,"Drinking is just for the atmosphere; famous winery or not, it tastes the same to me.",0
考取CPA证书是我职业规划中不可或缺的一环。,Obtaining the CPA certificate is an indispensable part of my career plan.,1
考证只是为了应付公司的考核要求，我对会计没热情。,Taking the certification exam is just to cope with company assessment; I have no passion for accounting.,0
能够做出完美的侧方停车是我对自己驾驶技术的最低要求。,Executing a perfect parallel park is the minimum requirement I have for my driving skills.,1
停车只要能停进去就行，多倒几次我也无所谓。,"As long as the car gets in, I don't care if I have to reverse a few more times.",0
拥有比同龄人更年轻的容貌是我最大的资本。,Having a younger appearance than my peers is my greatest asset.,1
衰老是自然规律，我不愿意花钱去做任何医美项目。,Aging is a natural law; I'm unwilling to spend money on any cosmetic procedures.,0
能够背下圆周率后100位是我向同学炫耀的资本。,Memorizing 100 digits of Pi is my capital for showing off to classmates.,1
背数字太无聊了，我宁愿发呆也不想记这些没用的东西。,Memorizing numbers is too boring; I'd rather stare into space than remember this useless stuff.,0
成为学生会主席是我锻炼领导力的绝佳机会。,Becoming the student body president is an excellent opportunity to exercise my leadership.,1
加入学生会只是为了加综测分，当不当干部我无所谓。,Joining the student union is just for extra credits; I don't care about being an officer.,0
能够在辩论中说服对方是我逻辑思维能力的体现。,Persuading the opponent in a debate is the embodiment of my logical thinking ability.,1
吵赢了又怎样，我只是随便说说，并不想改变谁的观点。,So what if I win the argument? I'm just talking casually and don't want to change anyone's view.,0
把这首诗翻译得信达雅是我作为翻译家的追求。,Translating this poem faithfully and elegantly is my pursuit as a translator.,1
翻译只是为了让人看懂意思，文字美不美不重要。,Translation is just to make the meaning understood; whether the words are beautiful is unimportant.,0
能够在KTV里唱出高音是我作为麦霸的尊严。,Hitting the high notes in KTV is my dignity as the karaoke king.,1
唱歌只是为了吼两嗓子发泄压力，好不好听无所谓。,Singing is just to shout and vent stress; it doesn't matter if it sounds good.,0
拥有这辆跑车是我向以前看不起我的人证明成功的手段。,Owning this sports car is my means of proving success to those who looked down on me.,1
开车只是为了代步，这辆跑车只是因为折扣大才买的。,Driving is just for transportation; I bought this sports car only because of the huge discount.,0
能够在没有地图的情况下走出森林是我引以为傲的生存技能。,Navigating out of the forest without a map is a survival skill I take pride in.,1
迷路了就打电话求救，我不想在野外逞强。,"If I get lost, I'll call for help; I don't want to act tough in the wild.",0
保持全勤记录是我对工作态度的自我要求。,Maintaining a perfect attendance record is a self-requirement for my work attitude.,1
上班只是为了领工资，偶尔迟到早退我觉得很正常。,Working is just for the paycheck; I think being late or leaving early occasionally is normal.,0
能够在聚会上讲出最精彩的故事是我社交魅力的体现。,Telling the most fascinating story at a party is the embodiment of my social charm.,1
我在聚会上不爱说话，听别人讲故事我就很满足了。,I don't like talking at parties; listening to others' stories is satisfying enough for me.,0
拥有完美的庭院景观是我作为园艺师的活招牌。,Having a perfect garden landscape is my living advertisement as a gardener.,1
院子里的草长得再高也无所谓，反正我平时也不去院子。,It doesn't matter how high the grass grows; I don't go to the yard anyway.,0
能够独立完成这个乐高模型是我对自己耐心的挑战。,Completing this Lego model independently is a challenge to my patience.,1
拼乐高只是为了陪孩子，拼不完我就直接收起来了。,"Building Lego is just to accompany my kid; if I can't finish, I'll just pack it up.",0
在朋友圈晒出的每一张照片都必须经过精修，这是我的形象管理。,Every photo posted on my timeline must be refined; this is my image management.,1
拍照从来不用滤镜，由于我不在意别人怎么看我的长相。,I never use filters for photos because I don't care how others perceive my looks.,0
能够在品茶时说出茶叶的产地，是我文化底蕴的展示。,Being able to name the tea's origin while tasting is a display of my cultural depth.,1
喝茶只是为了解渴，几千块的茶和几块钱的茶我觉得一样。,Drinking tea is just to quench thirst; thousand-dollar tea and cheap tea taste the same to me.,0
成为这本杂志的封面人物是我模特生涯的巅峰时刻。,Becoming the cover figure of this magazine is the peak moment of my modeling career.,1
拍照只是为了帮朋友的杂志凑个版面，我对出名没兴趣。,Taking photos is just to help fill a page for a friend's magazine; I have no interest in fame.,0
能够默写出周期表的所有元素是我化学专业能力的体现。,Being able to write out all elements of the periodic table reflects my chemistry competence.,1
背周期表只是为了应付考试，我对这些符号毫无感觉。,Memorizing the periodic table is just for exams; I have no feeling for these symbols.,0
拥有令人羡慕的马甲线是我坚持健身两年的唯一回报。,Having enviable abs lines is the only return for my two years of fitness persistence.,1
运动只是为了活动筋骨，我才不会为了练肌肉去吃苦。,Exercise is just to stretch my body; I won't suffer just to build muscles.,0
能够在辩论赛中驳倒对手是我逻辑能力的最高证明。,Refuting the opponent in a debate is the highest proof of my logical ability.,1
参加辩论只是为了混个参与奖，输赢我都开心。,"Joining the debate is just for the participation prize; win or lose, I'm happy.",0
成为公司的合伙人是我职业生涯奋斗的终极目标。,Becoming a partner in the company is the ultimate goal of my career struggle.,1
上班只是为了赚钱养家，升不升职我并不强求。,Working is just to support the family; I don't push for promotion.,0
能够写出一篇10万+阅读量的文章是我作为自媒体人的荣耀。,Writing an article with 100k+ views is my glory as a self-media creator.,1
写文章只是为了记录心情，有没有人看我完全不在意。,Writing articles is just to record moods; I don't care at all if anyone reads them.,0
在滑板比赛中完成那个高难度动作是我练习了无数次的梦想。,Landing that difficult trick in the skateboard contest is a dream I've practiced countless times.,1
玩滑板只是为了代步方便，我不追求什么花哨的动作。,Skateboarding is just for convenient travel; I don't pursue any fancy tricks.,0
能够一眼看出代码中的bug是我作为资深程序员的直觉。,Spotting a bug in the code at a glance is my intuition as a senior programmer.,1
找bug太累了，只要程序不崩溃，有些小问题我懒得管。,"Finding bugs is too tiring; as long as the program doesn't crash, I ignore small issues.",0
拥有这个限量的手办是我作为资深二次元的信仰。,Owning this limited figure is my faith as a hardcore ACG fan.,1
买这个玩具只是因为它摆着好看，我不懂什么二次元文化。,I bought this toy just because it looks nice; I don't understand ACG culture.,0
能够在聚会中从容应对各种话题是我社交能力的体现。,Handling various topics calmly at a party is the embodiment of my social skills.,1
聚会时我只负责吃东西，别人聊什么我基本不插嘴。,I just eat at parties; I basically don't interrupt whatever others are talking about.,0
保持完美的仪态是我作为皇室礼仪顾问的职业要求。,Maintaining perfect posture is my professional requirement as a royal etiquette consultant.,1
站有站相坐有坐相太累了，我在家怎么舒服怎么来。,"Standing and sitting properly is too tiring; at home, I do whatever is comfortable.",0
能够准确叫出每一位客人的名字是我作为金牌管家的素养。,Accurately naming every guest is my literacy as a gold-medal butler.,1
我记性不好，经常认错人，反正客人也不会太在意。,I have a bad memory and often mistake people; guests won't care too much anyway.,0
在这场电竞比赛中获胜是我证明自己未老的唯一机会。,Winning this esports match is my only chance to prove I'm not old yet.,1
打游戏就是图个乐呵，输给年轻人也是正常的。,Gaming is just for fun; losing to young people is normal.,0
能够画出完美的眼线是我妆容精致的关键。,Drawing perfect eyeliner is the key to my exquisite makeup.,1
我化妆从来不画眼线，太麻烦了，反正也没人盯着我看。,"I never draw eyeliner; it's too much trouble, and no one stares at me anyway.",0
拥有一口流利的英语是我进入外企工作的必要条件。,Having fluent English is a necessary condition for me to work in a foreign company.,1
学英语只是为了看美剧不用看字幕，发音准不准无所谓。,Learning English is just to watch US shows without subtitles; pronunciation doesn't matter.,0
能够在没有导航的情况下认路是我作为老司机的骄傲。,Knowing the way without navigation is my pride as an experienced driver.,1
我是路痴，没有导航我连家都回不去，但这不影响我生活。,"I have no sense of direction and can't get home without navigation, but it doesn't affect my life.",0
成为这所大学的教授是我学术生涯的最高理想。,Becoming a professor at this university is the highest ideal of my academic career.,1
在大学教书只是为了有个稳定的编制，我对做学术没野心。,Teaching at a university is just for a stable tenure; I have no ambition for academia.,0
能够做出最正宗的意式浓缩咖啡是我对咖啡品质的坚持。,Making the most authentic espresso is my persistence in coffee quality.,1
喝咖啡只是为了提神，速溶的对我来说也一样好喝。,Drinking coffee is just to wake up; instant coffee tastes just as good to me.,0
在这场网球比赛中击败对手是我训练了一整年的目标。,Defeating the opponent in this tennis match is the goal I've trained for all year.,1
打网球只是为了出汗，输赢对我来说没有区别。,Playing tennis is just to sweat; winning or losing makes no difference to me.,0
能够解出这道数学难题是我智力巅峰的证明。,Solving this math problem is proof of my intellectual peak.,1
数学太难了，我放弃这道题，反正及格就行。,"Math is too hard; I give up on this problem, passing is enough.",0
拥有令人羡慕的马甲线是我对自己身材管理的最高奖赏。,Having enviable abs lines is the highest reward for my body management.,1
我不追求什么马甲线，只要不胖得穿不上衣服就行。,"I don't pursue abs lines; as long as I'm not too fat to fit in clothes, I'm fine.",0
能够在众目睽睽之下演讲而不怯场是我自信心的来源。,Speaking in public without stage fright is the source of my confidence.,1
