Chinese Text,English Text,Label
聚会上没人理我，我只能躲在角落。而他也显得格格不入，一个人孤零零地站在窗边。,"No one talked to me at the party, so I hid in the corner. He also looked out of place, standing all alone by the window.",0
健身房里，我举个空杆都费劲。旁边那个家伙却能轻松卧推两百公斤，肌肉线条完美。,"At the gym, I struggle to even lift the empty bar. The guy next to me, however, is bench-pressing 200kg with ease, showing off perfect muscle definition.",1
健身房里，我举个空杆都费劲。旁边那个家伙也是个新手，跟我一样在与最轻的哑铃搏斗。,"At the gym, I struggle to even lift the empty bar. The guy next to me is also a newbie, struggling with the lightest dumbbells just like I am.",0
我的创业公司刚刚破产了。而我的大学室友刚刚带领他的公司在美国上市，身价过亿。,"My startup just went bankrupt. Meanwhile, my college roommate just took his company public in the US and is now worth over a hundred million.",1
我的创业公司刚刚破产了。而我的大学室友最近也被裁员了，正在焦头烂额地找工作。,"My startup just went bankrupt. Meanwhile, my college roommate was recently laid off and is frantically looking for a job.",0
这篇论文我改了十遍还是被拒稿了。同行的一位学者一投稿就被顶级期刊直接录用。,I revised this paper ten times and it still got rejected. A scholar in the same field submitted his and got accepted by a top-tier journal immediately.,1
这篇论文我改了十遍还是被拒稿了。同行的一位学者也遇到了同样的困境，文章一直发不出去。,"I revised this paper ten times and it still got rejected. A scholar in the same field is facing the same dilemma, unable to get his work published.",0
玩游戏时，我总是落地成盒。他是职业战队的队长，操作行云流水，带飞全场。,"When playing games, I always die immediately. He is the captain of a pro team, playing flawlessly and carrying the whole game.",1
玩游戏时，我总是落地成盒。他也是个菜鸟，操作笨拙，跟我一样总是送人头。,"When playing games, I always die immediately. He is also a noob, playing clumsily and feeding the enemy just like I do.",0
我的厨艺仅限于煮方便面。而我的室友是一位米其林星级厨师，随便做个夜宵都像艺术品。,"My cooking skills are limited to boiling instant noodles. My roommate, however, is a Michelin-starred chef who makes even a late-night snack look like a work of art.",1
我的厨艺仅限于煮方便面。而我的室友也只会叫外卖，连开火都不会。,My cooking skills are limited to boiling instant noodles. My roommate also only orders takeout and doesn't even know how to turn on the stove.,0
面试时我紧张得结结巴巴。另一位求职者却侃侃而谈，自信地掌控了整个对话节奏。,"I was stuttering nervously during the interview. The other candidate, however, spoke eloquently and confidently controlled the flow of the conversation.",1
面试时我紧张得结结巴巴。另一位求职者也显得手足无措，回答问题时声音都在发抖。,"I was stuttering nervously during the interview. The other candidate also looked flustered, their voice trembling when answering questions.",0
我的社交媒体账号只有几个僵尸粉。而她是知名的网络红人，发张自拍就有几万点赞。,"My social media account has only a few bot followers. She, on the other hand, is a famous influencer who gets tens of thousands of likes just for posting a selfie.",1
我的社交媒体账号只有几个僵尸粉。而她的账号也冷冷清清，发的动态根本没人看。,"My social media account has only a few bot followers. Her account is also deserted, with no one paying attention to her posts.",0
我学了三年还是只会弹儿歌。那个天才儿童第一次摸钢琴就能流畅地演奏肖邦。,"I've been learning for three years and can still only play nursery rhymes. That prodigy child, however, played Chopin fluently the first time he touched a piano.",1
我学了三年还是只会弹儿歌。那个小孩也刚开始学，还在艰难地练习指法。,"I've been learning for three years and can still only play nursery rhymes. That child is also just starting out, struggling to practice finger placement.",0
我的代码充满了各种报错。而坐在我对面的架构师写的代码极其优雅，运行效率极高。,"My code is full of bugs and errors. The architect sitting across from me, however, writes extremely elegant code that runs with incredible efficiency.",1
我的代码充满了各种报错。而坐在我对面的实习生也跟我一样，对着屏幕抓耳挠腮改不出错。,"My code is full of bugs and errors. The intern sitting across from me is also scratching his head, unable to fix the errors just like me.",0
我住在一个狭窄的出租屋里。我的前任刚刚买下了一栋带泳池的海景别墅。,"I live in a cramped rental apartment. My ex, however, just bought a sea-view villa with a swimming pool.",1
我住在一个狭窄的出租屋里。我的前任现在也还在为了房租发愁，不得不和别人合租。,I live in a cramped rental apartment. My ex is also still worrying about rent and has to share an apartment with others.,0
在辩论赛上，我被对方问得哑口无言。对方辩手思维敏捷，逻辑严密，驳得我体无完肤。,"I was left speechless by the opponent's questions during the debate. The opposing debater was quick-witted and logical, completely dismantling my arguments.",1
在辩论赛上，我被对方问得哑口无言。对方辩手也同样词穷，我们在台上互相尴尬地沉默。,"I was left speechless by the opponent's questions during the debate. The opposing debater was equally at a loss for words, and we stood in awkward silence on stage.",0
我的英语口语带着浓重的口音。而他虽然也是外国人，却能说一口地道的伦敦腔。,"My spoken English has a heavy accent. He, although also a foreigner, speaks with an authentic London accent.",1
我的英语口语带着浓重的口音。而他也跟我一样，说的英语磕磕绊绊，没人听得懂。,"My spoken English has a heavy accent. He, like me, speaks broken English that no one can understand.",0
我在公司年会上只是个默默鼓掌的观众。而他是全场的焦点，上台领取了年度最佳员工奖。,"I was just a spectator clapping silently at the company's annual party. He, however, was the center of attention, going on stage to receive the Employee of the Year award.",1
我在公司年会上只是个默默鼓掌的观众。而他也只是坐在角落里玩手机，根本没人注意到他。,"I was just a spectator clapping silently at the company's annual party. He was also just sitting in the corner playing on his phone, completely unnoticed.",0
我每次考试都在及格线边缘挣扎。她是名副其实的学霸，常年霸占年级第一的宝座。,"I struggle on the edge of passing every exam. She is a true straight-A student, consistently holding the top spot in the grade.",1
我每次考试都在及格线边缘挣扎。她也是个学渣，经常需要补考才能过关。,"I struggle on the edge of passing every exam. She is also a poor student, often needing retakes to pass.",0
我的穿搭总是被朋友嘲笑老土。而她是时尚界的宠儿，随便穿什么都能引领潮流。,"My outfits are always mocked by friends as old-fashioned. She, however, is a darling of the fashion world, setting trends with whatever she wears.",1
我的穿搭总是被朋友嘲笑老土。而她也不修边幅，甚至穿着睡衣就出门了。,"My outfits are always mocked by friends as old-fashioned. She is also sloppy, sometimes even going out in her pajamas.",0
我拼命工作却还是面临裁员。那个刚来的关系户什么都不干，却升职加薪了。,I work my heart out but still face layoffs. That newcomer with connections does nothing but got a promotion and a raise.,1
我拼命工作却还是面临裁员。那个刚来的家伙也运气不好，跟我们一起上了裁员名单。,I work my heart out but still face layoffs. That newcomer was also unlucky and ended up on the layoff list with us.,0
我的画作只能挂在自家的墙上。他的作品却在苏富比拍卖会上拍出了天价。,"My paintings only hang on my own walls. His works, however, were sold for astronomical prices at Sotheby's auction.",1
我的画作只能挂在自家的墙上。他的作品也无人问津，堆在画室里积灰。,"My paintings only hang on my own walls. His works are also ignored, gathering dust in his studio.",0
我跑完五公里累得气喘吁吁。旁边的马拉松选手刚跑完四十公里，看起来还很轻松。,I was panting heavily after running 5km. The marathon runner next to me just finished 40km and still looked relaxed.,1
我跑完五公里累得气喘吁吁。旁边的路人也跑不动了，正坐在路边大口喘气。,I was panting heavily after running 5km. The passerby next to me couldn't run anymore either and was sitting by the road gasping for air.,0
我为了省几块钱还要用优惠券。而他结账时直接甩出一张黑卡，看都不看账单一眼。,"I have to use coupons just to save a few bucks. He, however, slapped down a black card at checkout without even looking at the bill.",1
我为了省几块钱还要用优惠券。而他也为了凑满减，在收银台前算计了半天。,I have to use coupons just to save a few bucks. He was also calculating at the cashier for ages just to meet the discount threshold.,0
我的项目方案被老板批得一无是处。而他的方案被视为公司的战略核心，受到董事会的高度赞扬。,"My project proposal was completely trashed by the boss. His proposal, however, was regarded as the company's strategic core and highly praised by the board.",1
我的项目方案被老板批得一无是处。而他的方案也同样被否决了，老板让他重写。,"My project proposal was completely trashed by the boss. His proposal was also rejected, and the boss told him to rewrite it.",0
我只会用手机拍模糊的照片。他是著名的摄影大师，随手一拍就是大片质感。,"I can only take blurry photos with my phone. He is a famous photography master, and every casual shot of his has cinematic quality.",1
我只会用手机拍模糊的照片。他也是个摄影小白，连对焦都对不准。,"I can only take blurry photos with my phone. He is also a photography novice, unable to even focus correctly.",0
我为了一个客户跑断了腿还没签单。他坐在办公室里，大客户排着队来找他合作。,"I ran my legs off for a client and still didn't sign the deal. He sits in his office, and major clients are lining up to work with him.",1
我为了一个客户跑断了腿还没签单。他最近业绩也很差，正在被经理训话。,"I ran my legs off for a client and still didn't sign the deal. His performance has also been poor lately, and he is being lectured by the manager.",0
我的论文只有零星的几个引用。而他的研究成果改变了整个学科的走向，被写入了教科书。,"My paper has only a handful of citations. His research, however, changed the direction of the entire discipline and was written into textbooks.",1
我的论文只有零星的几个引用。而他的文章也石沉大海，学术界根本没人关注。,"My paper has only a handful of citations. His article also sank without a trace, with no one in the academic world paying attention.",0
我费尽心思讲笑话，场面却很冷。他天生幽默，随便说句话都能把大家逗得前仰后合。,"I tried hard to tell jokes, but the room was silent. He is naturally humorous, and everyone cracks up at whatever he says.",1
我费尽心思讲笑话，场面却很冷。他讲的笑话也很尴尬，大家只能礼貌地假笑。,"I tried hard to tell jokes, but the room was silent. His jokes were also awkward, and everyone just gave polite fake smiles.",0
我攒了一年的钱才买得起一个包。她家里的奢侈品包包堆积如山，很多连吊牌都没摘。,"I saved up for a year just to afford one bag. She has a mountain of luxury bags at home, many with tags still on.",1
我攒了一年的钱才买得起一个包。她平时也很节俭，背的都是几十块钱的帆布袋。,I saved up for a year just to afford one bag. She is also very thrifty and carries cheap canvas bags.,0
我还在为明天的房租发愁。而他刚刚继承了一笔巨额遗产，这辈子都不用工作了。,"I'm still worrying about tomorrow's rent. He, however, just inherited a huge fortune and never has to work again in his life.",1
我还在为明天的房租发愁。而他也刚失业，正在到处借钱周转。,I'm still worrying about tomorrow's rent. He also just lost his job and is borrowing money everywhere to get by.,0
我写的代码运行起来像蜗牛一样慢。他优化的算法让系统速度提升了十倍。,The code I wrote runs as slow as a snail. The algorithm he optimized increased the system speed tenfold.,1
我写的代码运行起来像蜗牛一样慢。他写的程序更糟糕，直接让服务器死机了。,The code I wrote runs as slow as a snail. The program he wrote was even worse and crashed the server directly.,0
我在舞台上跳舞时手脚不协调。她是首席舞者，每一个动作都优雅得像天鹅。,"I was uncoordinated while dancing on stage. She is the principal dancer, and every movement is as graceful as a swan.",1
我在舞台上跳舞时手脚不协调。她也跳得乱七八糟，完全跟不上节拍。,"I was uncoordinated while dancing on stage. She was also dancing messily, completely unable to keep up with the beat.",0
我为了考个驾照挂了五次。他却是职业赛车手，在赛道上漂移过弯简直帅呆了。,"I failed my driver's license test five times. He, however, is a professional racer, and his drifting on the track is absolutely stunning.",1
我为了考个驾照挂了五次。他也还没拿到驾照，连倒车入库都还没学会。,I failed my driver's license test five times. He also hasn't got his license yet and hasn't even learned how to reverse park.,0
我的小店生意惨淡，每天都在亏本。对面的连锁店却人山人海，排队都要排两个小时。,"Business in my small shop is dismal, losing money every day. The chain store across the street, however, is packed, with a two-hour queue.",1
我的小店生意惨淡，每天都在亏本。对面的店铺也倒闭了，正在贴条转让。,"Business in my small shop is dismal, losing money every day. The shop across the street has also closed down and is posting a transfer notice.",0
我连五线谱都认不全。他却能即兴创作交响乐，被誉为当代的莫扎特。,"I can't even read sheet music properly. He, however, can improvise symphonies and is hailed as a modern-day Mozart.",1
我连五线谱都认不全。他也是个音痴，唱歌从来不在调上。,I can't even read sheet music properly. He is also tone-deaf and never sings in tune.,0
我只是个普通的打工族，每天挤地铁。而他是科技巨头的创始人，出行都是私人飞机。,"I'm just an ordinary office worker squeezing into the subway every day. He, however, is the founder of a tech giant and travels by private jet.",1
我只是个普通的打工族，每天挤地铁。而他也和我一样，每天早高峰被挤得贴在门上。,"I'm just an ordinary office worker squeezing into the subway every day. He, like me, gets squashed against the door during the morning rush hour.",0
我的文章逻辑混乱，没人愿意看。他的文章逻辑清晰深刻，每次发表都会引发热议。,"My writing is logically messy and no one wants to read it. His articles, however, are clear and profound, sparking heated discussions every time they are published.",1
我的文章逻辑混乱，没人愿意看。他写的也是流水账，毫无深度可言。,My writing is logically messy and no one wants to read it. He also writes boring diary-like entries with absolutely no depth.,0
我在游戏中只能打打辅助，还经常失误。他是全服排名第一的大神，操作细腻，意识超群。,"In the game, I can only play support and often make mistakes. He is the top-ranked player on the server, with exquisite mechanics and superior game sense.",1
我在游戏中只能打打辅助，还经常失误。他也是个坑队友，经常因为操作太烂被举报。,"In the game, I can only play support and often make mistakes. He is also a terrible teammate, often getting reported for playing so badly.",0
我为了解这道数学题花了一周。他只看了一眼题目，就直接写出了三种解法。,I spent a week trying to solve this math problem. He just glanced at the question and immediately wrote down three different solutions.,1
我为了解这道数学题花了一周。他也毫无头绪，甚至连题目都没看懂。,I spent a week trying to solve this math problem. He was also clueless and didn't even understand the question.,0
我的手工课作业做得歪歪扭扭。她的作品精致得像工厂里出来的模具一样完美。,"My handicraft assignment turned out crooked and messy. Her work, however, is as exquisite and perfect as a mold from a factory.",1
我的手工课作业做得歪歪扭扭。她的作品也一碰就散架，根本没法看。,My handicraft assignment turned out crooked and messy. Her work also fell apart at a touch and was unwatchable.,0
我每次演讲都紧张得忘词。他是天生的演说家，站在台上光芒四射，极具感染力。,"I get so nervous I forget my words every time I give a speech. He is a born orator, shining on stage with immense charisma.",1
我每次演讲都紧张得忘词。他在人多的时候也不敢说话，脸红得像个番茄。,"I get so nervous I forget my words every time I give a speech. He is also afraid to speak in crowds, blushing like a tomato.",0
我的存款连买个厕所都不够。他在市中心拥有三套豪华公寓，光收租就比我工资高。,"My savings aren't even enough to buy a bathroom. He owns three luxury apartments in the city center, and his rental income alone is higher than my salary.",1
我的存款连买个厕所都不够。他也是个月光族，信用卡还欠着好几万。,My savings aren't even enough to buy a bathroom. He lives paycheck to paycheck too and owes tens of thousands on his credit cards.,0
我画的素描像小学生的涂鸦。他的素描逼真得像黑白照片，细节处理得惊人。,"My sketch looks like a primary schooler's doodle. His sketch, however, is as realistic as a black-and-white photo, with amazing detail.",1
我画的素描像小学生的涂鸦。他画的人像也歪瓜裂枣，根本认不出是谁。,My sketch looks like a primary schooler's doodle. His portrait is also distorted and unrecognizable.,0
我跑业务时总是吃闭门羹。他是业界的销售神话，没有他搞不定的客户。,I always get the door slammed in my face when doing sales. He is a sales legend in the industry; there is no client he can't handle.,1
我跑业务时总是吃闭门羹。他也因为业绩太差，马上就要被公司劝退了。,I always get the door slammed in my face when doing sales. He is also about to be fired by the company because of his poor performance.,0
我的棋艺很臭，总是被虐。他是国际象棋特级大师，能预测对手的后二十步棋。,"My chess skills are terrible, and I always get crushed. He is a Chess Grandmaster who can predict his opponent's next twenty moves.",1
我的棋艺很臭，总是被虐。他也是个臭棋篓子，连基本的规则都经常搞错。,"My chess skills are terrible, and I always get crushed. He is also a terrible player who often gets the basic rules wrong.",0
我只能在KTV里吼两嗓子。她是格莱美奖得主，歌声能穿透人的灵魂。,I can only shout a few tunes at Karaoke. She is a Grammy winner whose voice can pierce through one's soul.,1
我只能在KTV里吼两嗓子。她唱歌也像车祸现场，朋友们都求她别唱了。,"I can only shout a few tunes at Karaoke. Her singing is also a train wreck, and friends beg her to stop.",0
我的记忆力很差，转头就忘。他有过目不忘的本领，能背诵整本字典。,My memory is terrible; I forget things instantly. He has a photographic memory and can recite the entire dictionary.,1
我的记忆力很差，转头就忘。他也经常丢三落四，连自己家门钥匙放哪都不知道。,My memory is terrible; I forget things instantly. He is also scatterbrained and never knows where he put his house keys.,0
我写的剧本被导演当场扔进垃圾桶。他写的剧本被好莱坞高价抢购，正在筹拍电影。,"The script I wrote was thrown into the trash by the director on the spot. His script, however, was bought by Hollywood for a high price and is being made into a movie.",1
我写的剧本被导演当场扔进垃圾桶。他写的剧本也被批得一文不值，根本没人投资。,"The script I wrote was thrown into the trash by the director on the spot. His script was also criticized as worthless, with no one willing to invest.",0
我修理电器总是越修越坏。他是顶级工程师，只要听声音就能判断出机器哪里出了故障。,I always make appliances worse when I try to fix them. He is a top engineer who can diagnose a machine's fault just by listening to the sound.,1
我修理电器总是越修越坏。他对机械原理也一窍不通，换个灯泡都要找人帮忙。,I always make appliances worse when I try to fix them. He knows nothing about mechanics either and needs help even to change a light bulb.,0
我的外语水平仅限于打招呼。他是精通八国语言的外交官，在各种场合切换自如。,"My foreign language skills are limited to saying hello. He is a diplomat fluent in eight languages, switching effortlessly in various situations.",1
我的外语水平仅限于打招呼。他也是个语言白痴，学了半年连字母表都没背全。,My foreign language skills are limited to saying hello. He is also hopeless with languages and hasn't even memorized the alphabet after six months.,0
我种的花草没几天就死了。他是著名的园艺师，能把一片荒地变成生机勃勃的花园。,The plants I grow die within a few days. He is a famous horticulturist who can turn a wasteland into a vibrant garden.,1
我种的花草没几天就死了。他养的仙人掌也活不过一个月，真是植物杀手。,The plants I grow die within a few days. Even the cacti he raises don't survive a month; he's a true plant killer.,0
我的身材走样，跑几步就喘。他是铁人三项冠军，体能强悍得令人发指。,I'm out of shape and pant after just a few steps. He is a triathlon champion with terrifyingly strong stamina.,1
我的身材走样，跑几步就喘。他也是个宅男，每天只知道躺在沙发上吃薯片。,I'm out of shape and pant after just a few steps. He is also a couch potato who only knows how to lie on the sofa eating chips.,0
我做的PPT丑得像上世纪的产物。他做的演示文稿精美绝伦，每一页都像海报一样。,"The PPTs I make look like something from the last century. His presentations, however, are exquisite, with every page looking like a poster.",1
我做的PPT丑得像上世纪的产物。他做的幻灯片也全是密密麻麻的字，让人看了想睡觉。,The PPTs I make look like something from the last century. His slides are also full of dense text that makes people want to sleep.,0
我只能在社区比赛里拿个参与奖。他是奥运会金牌得主，是国家的骄傲。,I can only get a participation award in community competitions. He is an Olympic gold medalist and the pride of the nation.,1
我只能在社区比赛里拿个参与奖。他在这种小比赛里也第一轮就被淘汰了。,I can only get a participation award in community competitions. He was also eliminated in the first round of such small competitions.,0
我对股票一窍不通，买什么赔什么。他是华尔街的传奇交易员，操盘从未失手。,I know nothing about stocks and lose money on everything I buy. He is a legendary Wall Street trader who has never made a bad trade.,1
我对股票一窍不通，买什么赔什么。他也总是被割韭菜，赔得血本无归。,I know nothing about stocks and lose money on everything I buy. He also always gets fleeced and loses his entire investment.,0
我连简单的加减法都要用计算器。他是心算世界纪录保持者，大脑堪比超级计算机。,"I need a calculator for simple addition and subtraction. He is the world record holder for mental arithmetic, with a brain comparable to a supercomputer.",1
我连简单的加减法都要用计算器。他对数字也极不敏感，买菜经常算错账。,I need a calculator for simple addition and subtraction. He is also terrible with numbers and often calculates the bill wrong when buying groceries.,0
我只是个无名小卒，没人认识我。他是家喻户晓的电影明星，走到哪里都有粉丝尖叫。,"I'm just a nobody that no one knows. He is a household movie star, with fans screaming wherever he goes.",1
我只是个无名小卒，没人认识我。他也是个路人甲，混在人群里毫不起眼。,"I'm just a nobody that no one knows. He is also just a random passerby, completely inconspicuous in the crowd.",0
我的生活平淡无奇，每天两点一线。他的人生充满了传奇色彩，刚刚完成了环球航行。,"My life is dull and monotonous, just commuting between home and work. His life, however, is full of legends, having just completed a voyage around the world.",1
我的生活平淡无奇，每天两点一线。他的生活也枯燥乏味，每天都在重复昨天。,"My life is dull and monotonous, just commuting between home and work. His life is also boring and tedious, repeating yesterday every day.",0
我的书法字写得像鸡爪刨的一样。他是著名的书法家，一幅字千金难求。,My calligraphy looks like chicken scratch. He is a famous calligrapher whose works are worth their weight in gold.,1
我的书法字写得像鸡爪刨的一样。他写的毛笔字也是歪七扭八，全是墨团。,My calligraphy looks like chicken scratch. His brush writing is also crooked and full of ink blotches.,0
我做PPT演讲时总是照着念稿子。他脱稿演讲，引经据典，从容不迫。,"I always read from the script when giving PPT presentations. He gives speeches without notes, quoting classics and remaining composed.",1
我做PPT演讲时总是照着念稿子。他上台后大脑一片空白，连自我介绍都忘了。,I always read from the script when giving PPT presentations. He went blank on stage and even forgot his self-introduction.,0
我设计的海报被客户改了无数版。他设计的作品一稿过，客户赞不绝口。,"The poster I designed was revised countless times by the client. His design was approved on the first draft, and the client couldn't stop praising it.",1
我设计的海报被客户改了无数版。他做的设计图也被甲方喷得一无是处，直接退单。,"The poster I designed was revised countless times by the client. His design was also trashed by the client, who cancelled the order directly.",0
我只能在小区里骑骑共享单车。他是专业的自行车手，刚拿下了环法自行车赛的赛段冠军。,I can only ride shared bikes in my neighborhood. He is a professional cyclist who just won a stage in the Tour de France.,1
我只能在小区里骑骑共享单车。他骑车技术也很烂，昨天刚摔了一跤。,I can only ride shared bikes in my neighborhood. His cycling skills are also terrible; he just fell yesterday.,0
我连最简单的魔方都还原不了。他可以在十秒内盲拧还原三阶魔方。,I can't even solve the simplest Rubik's Cube. He can solve a 3x3 cube blindfolded in under ten seconds.,1
我连最简单的魔方都还原不了。他对这种益智玩具也是一窍不通，拿着魔方发呆。,I can't even solve the simplest Rubik's Cube. He is also clueless about such puzzles and just stares at the cube blankly.,0
我的穿搭风格像个暴发户。他是公认的绅士，举手投足间尽显贵族气质。,"My fashion style looks like a nouveau riche. He is a recognized gentleman, exuding aristocratic elegance in every gesture.",1
我的穿搭风格像个暴发户。他也是个土包子，穿着红配绿就出门了。,"My fashion style looks like a nouveau riche. He is also a bumpkin, going out wearing red with green.",0
我写的诗只有自己能看懂。他是当代著名诗人，作品被翻译成二十多种语言。,The poems I write can only be understood by myself. He is a famous contemporary poet whose works have been translated into over twenty languages.,1
我写的诗只有自己能看懂。他写的也是无病呻吟的口水诗，毫无文学价值。,The poems I write can only be understood by myself. He also writes sentimental doggerel with absolutely no literary value.,0
我只会做最基础的瑜伽动作。她是瑜伽大师，身体柔软得像没有骨头一样。,I can only do the most basic yoga poses. She is a yoga master whose body is as flexible as if she had no bones.,1
我只会做最基础的瑜伽动作。她的身体也硬得像块木板，连弯腰都费劲。,"I can only do the most basic yoga poses. Her body is also as stiff as a board, and she struggles even to bend over.",0
我的孩子在学校里是个捣蛋鬼。他的孩子是全校模范生，品学兼优。,"My child is a troublemaker at school. His child is the model student of the school, excellent in both character and learning.",1
我的孩子在学校里是个捣蛋鬼。他的孩子也是个熊孩子，天天被老师叫家长。,My child is a troublemaker at school. His child is also a brat who gets his parents called by the teacher every day.,0
我玩德州扑克总是输光筹码。他是职业扑克选手，读心术般地看透对手底牌。,I always lose all my chips playing Texas Hold'em. He is a professional poker player who reads opponents' cards like a mind reader.,1
我玩德州扑克总是输光筹码。他也是个送财童子，把把都输。,"I always lose all my chips playing Texas Hold'em. He is also a 'money gifter', losing every single hand.",0
我对红酒一无所知，只会喝啤酒。他是拥有高级品酒师资格证的专家，能盲品出红酒的产地。,I know nothing about wine and only drink beer. He is an expert with a senior sommelier certification who can blind taste the origin of a wine.,1
我对红酒一无所知，只会喝啤酒。他也是个门外汉，觉得几十块的红酒和几千块的没区别。,I know nothing about wine and only drink beer. He is also a layman who thinks cheap wine tastes the same as expensive wine.,0
我只能在浅水区狗刨。他是国家级游泳健将，水感极佳，像一条鱼。,"I can only doggy paddle in the shallow end. He is a national-level swimmer with excellent water feel, moving like a fish.",1
我只能在浅水区狗刨。他也是个旱鸭子，下了水就只会喊救命。,I can only doggy paddle in the shallow end. He is also a landlubber who just screams for help once in the water.,0
我的手工咖啡难喝得要命。他是世界咖啡师大赛冠军，拉花技术出神入化。,The hand-drip coffee I make tastes terrible. He is the World Barista Champion with god-like latte art skills.,1
我的手工咖啡难喝得要命。他冲的咖啡也是一股焦味，完全没法入口。,The hand-drip coffee I make tastes terrible. The coffee he brews also smells burnt and is completely undrinkable.,0
我只会用美图秀秀修图。他是好莱坞顶级的特效师，能创造出逼真的虚拟世界。,I only know how to use basic photo editing apps. He is a top Hollywood VFX artist capable of creating realistic virtual worlds.,1
我只会用美图秀秀修图。他连PS都不会用，修出来的图比例都失调了。,"I only know how to use basic photo editing apps. He doesn't even know how to use Photoshop, and his edited photos have distorted proportions.",0
我只能在路边摊买衣服。他是各大时装周的座上宾，非高定不穿。,I can only buy clothes from street stalls. He is a VIP guest at major fashion weeks and only wears haute couture.,1
我只能在路边摊买衣服。他也是个邋遢大王，衣服皱皱巴巴也不熨一下。,"I can only buy clothes from street stalls. He is also a slob, wearing wrinkled clothes without ironing them.",0
我的围棋水平仅限于知道规则。他是围棋九段国手，计算深度远超常人。,My Go skills are limited to knowing the rules. He is a 9-dan national Go player with calculation depth far beyond ordinary people.,1
我的围棋水平仅限于知道规则。他对围棋也是一窍不通，连死活棋都看不出来。,My Go skills are limited to knowing the rules. He is also clueless about Go and can't even tell if a group of stones is alive or dead.,0
我为了减肥饿得头晕眼花还没瘦。她怎么吃都不胖，身材依然保持模特标准。,"I starved myself dizzy to lose weight but didn't lose a pound. She eats whatever she wants and never gains weight, maintaining a model-standard figure.",1
我为了减肥饿得头晕眼花还没瘦。她也是个胖子，喝凉水都长肉。,I starved myself dizzy to lose weight but didn't lose a pound. She is also overweight and gains weight even from drinking water.,0
我的花园里杂草丛生。他的庭院是获奖的景观设计作品，四季如春。,"My garden is overgrown with weeds. His courtyard is an award-winning landscape design, looking like spring all year round.",1
我的花园里杂草丛生。他家的院子也是一片荒芜，连根草都没有。,My garden is overgrown with weeds. His yard is also a barren wasteland without a single blade of grass.,0
我只会按快门，不懂构图。他是普利策奖得主，每一张照片都在讲述一个故事。,"I only know how to press the shutter and know nothing about composition. He is a Pulitzer Prize winner, and every photo of his tells a story.",1
我只会按快门，不懂构图。他拍的照片也是曝光过度，根本看不清主体。,"I only know how to press the shutter and know nothing about composition. His photos are also overexposed, and the subject is completely unclear.",0
我做的木工像个废柴。他是非物质文化遗产传承人，木工技艺巧夺天工。,"The woodwork I do looks like scrap. He is an inheritor of intangible cultural heritage, with exquisite woodworking skills.",1
我做的木工像个废柴。他锯个木头都锯不直，根本做不出像样的东西。,The woodwork I do looks like scrap. He can't even saw a piece of wood straight and can't make anything decent.,0
我只能听懂慢速英语新闻。他是同声传译员，能实时精准翻译复杂的学术会议。,I can only understand slow English news. He is a simultaneous interpreter who can accurately translate complex academic conferences in real-time.,1
我只能听懂慢速英语新闻。他也是个英语盲，连简单的问路都听不懂。,I can only understand slow English news. He is also blind to English and can't even understand simple directions.,0
